"","(Intercept)","speed","sigma","mean_PPD","log-posterior"
"1",-19.1505954794422,4.15879447667853,15.4450842348263,46.513054533759,-214.313077140015
"2",-7.74614628811987,3.27294705896663,15.5056623067387,39.2610533209808,-215.01751399729
"3",-15.1629842295738,3.72419707118076,15.9820932682041,40.4229900653782,-214.070397458656
"4",-15.9383328772794,3.64039396415868,14.6313334940098,42.2194913418206,-215.031066636061
"5",-27.2377602274955,4.5475049966824,16.416584991523,43.0819378746805,-215.051064103462
"6",-9.30036008207028,3.35768878902139,14.2435766451191,41.2057187372042,-215.085703181072
"7",-32.9672520249752,4.83783813757965,15.8755419319142,38.7737762835075,-216.327841058772
"8",-28.0740218000862,4.54963163645539,15.4724079845614,41.7897255227816,-214.988856150917
"9",-24.9846383534333,4.57459606380568,15.4876605337504,45.9824122983494,-215.620951832974
"10",-18.2369640885898,4.02411244083525,18.0742224791306,43.4620729760684,-215.22375996216
"11",-9.9505932307418,3.36859497834227,14.4807795096075,40.8603509273871,-215.010757532456
"12",-4.60832160375639,2.98222837684753,15.3503234179464,43.6783514578661,-216.660417387625
"13",-13.2586820088631,3.75528533066199,15.6784803691475,41.4113848733092,-214.156924796484
"14",-16.2709535508571,3.807369061918,15.0654038955721,40.7058803430559,-213.841255003285
"15",-18.6489700092721,3.98855008882069,15.7122945923695,40.4504022689797,-213.837890921097
"16",-18.2015177052735,3.97045813972239,14.9376538638259,43.8043157129563,-213.768293664243
"17",-19.4997349382713,4.10568483042828,16.7994974937813,45.1277353158355,-214.391183872742
"18",-28.5096467842822,4.45574295317246,16.3842042440432,40.6487646592908,-215.536375883393
"19",-2.02186028551285,2.90946501913584,14.5844552161808,41.7550693312872,-217.174449059697
"20",-15.1209963360599,3.90420360237573,17.993663702012,43.4044429618713,-215.411650982569
"21",-16.3136898460777,3.74658555254,16.7686731092714,41.0624895322961,-214.553010378385
"22",-23.0052313444354,4.47834460232862,15.5678641303995,46.7182510334132,-215.569663991433
"23",-24.1823016786672,4.56153291835544,16.8910697378189,39.2293152557201,-216.119959758957
"24",-19.9416544089122,4.41307024128039,16.8907635308549,47.5061174850878,-217.113095058267
"25",-22.126250703079,4.27344691257179,15.6173660265874,45.2453317085873,-214.19019366501
"26",-18.1168187330425,3.86508383107278,16.9980855759925,40.0429858489485,-214.604091201209
"27",-19.6644106996129,4.01382644292447,16.054823389653,39.3151907232848,-214.009626395973
"28",-18.6956967231691,4.11949006021127,14.7561262695827,43.2695467568155,-214.25932782171
"29",-19.9888992304208,3.9959890299996,15.1583075582081,39.7301577977074,-213.991178605002
"30",-12.3827454907574,3.45206799818699,14.5593499245823,36.1362210561779,-215.135873890528
"31",-24.8717720660855,4.50885644018475,16.7001292079771,44.7771250838801,-215.267474040416
"32",-14.1536947104701,3.57532209740553,14.9837789351232,40.2933433121092,-214.618540171175
"33",-15.1666136019225,3.61290440913187,14.8463995930433,41.2283115740056,-214.795853091437
"34",-21.1238589710644,3.99145487801859,17.426682706109,41.4775292071549,-215.244641070322
"35",-22.8360681004556,4.30073108140492,14.4781450404243,41.6157312652425,-214.32850646613
"36",-12.5753043655773,3.61745735677079,14.4333195172333,40.3562300855793,-214.190175361245
"37",-19.3903932094215,4.02388070264723,17.0849671884916,42.6291431808994,-214.470169746017
"38",-22.7609750403559,4.31972800079932,15.042664450265,43.7631854261897,-214.288737554201
"39",-18.946315361246,4.07680737498919,15.1014425462259,43.6019306521484,-213.901560640219
"40",-14.4738024272072,3.81632973083512,17.0266546923799,45.7594699038947,-214.57656982063
"41",-15.4398888835805,3.75847851385704,15.4895426423068,43.6640676997267,-213.893407463072
"42",-19.4541110562937,4.08788571600889,14.7373881012708,41.4350833698948,-213.901191148936
"43",-17.4383997367288,3.58931391856274,18.7592775720246,37.7036836521011,-217.866180145279
"44",-26.6577908027291,4.34827109781397,15.5684603161831,41.1359700089407,-215.032982773442
"45",-20.7349522554078,4.08248172802341,14.4068174818422,41.8243606345159,-214.042862321615
"46",-18.1398356442628,3.95152274890823,14.2212194058298,45.0616943715255,-213.964965837337
"47",-16.4857227504885,3.74727957132551,14.1724583078579,42.029637279579,-214.474696319942
"48",-18.4963628269868,4.12005161595802,15.9800583484658,49.2489861946264,-214.378521907973
"49",-10.388925612624,3.43197450966678,14.6450585471888,43.9706348068655,-214.627298904337
"50",-14.7373115431129,3.71852936108105,15.2713591762855,43.2886525811593,-213.909298617759
"51",-24.3216188619086,4.43641686241481,17.4943153358184,46.0353202604503,-215.378506502642
"52",-12.4397653942952,3.51945300737281,13.6380277456161,41.316263282588,-215.149920628869
"53",-10.6993726726276,3.29313330131236,12.9603528058783,41.0247130077395,-218.044126465558
"54",-11.1511998848531,3.3367110342012,13.5379811741016,36.2777761442428,-216.761098942367
"55",-13.7653831137424,3.50428008462989,14.2556333876121,39.582027618455,-215.497249599005
"56",-24.7605840168803,4.21034664880462,14.8306525353391,42.1840268501841,-214.98065665751
"57",-9.61065138929427,3.72766318235105,16.0642067220763,50.5558158797565,-216.281110842694
"58",-19.2074097415388,3.76507179002452,15.7629438063195,38.2064097698472,-215.689840599616
"59",-14.8733442987658,3.90554322534999,17.1517693891823,46.3241562620566,-214.924833331035
"60",-17.5176663858175,3.97098408430503,15.8826351124009,41.949163053929,-213.915465255483
"61",-13.6153424034202,3.80796618312282,16.8490246566462,41.9089017109566,-214.695851767535
"62",-18.9454904561822,4.09796883959249,13.2327767521979,42.8784717309452,-215.047887822928
"63",-14.8427708047062,3.6440245419449,17.9985872469791,41.0746942671119,-215.491124520754
"64",-14.8672520968436,3.65141410909673,18.0088105880465,41.6319934538979,-215.467400225471
"65",-10.0093001649439,3.46557207063734,15.3079849895986,46.464716354719,-214.401885397596
"66",-21.1150985293489,4.10132767869523,15.4359682447276,37.9192141698091,-213.952238785664
"67",-22.5101859877292,4.4388687591989,14.5355445135537,44.9702593262062,-215.657453223091
"68",-17.5338894857179,4.01762826900274,16.2594891423801,43.4383912104187,-214.19598650719
"69",-19.3729315755355,3.99928119984835,15.7432627622851,42.5512398037475,-213.903775878756
"70",-17.4578801321342,3.93628070049117,15.8083198821974,41.5648687514708,-213.850567909731
"71",-18.3368079682448,3.88959156347452,15.2593356018352,41.2726149968279,-213.977958568505
"72",-18.2737226980812,3.96992769337721,16.8692779010818,42.828117561391,-214.30935593659
"73",-13.7002302551821,3.79664228576129,15.2298908603166,44.5748701204495,-214.152299465462
"74",-15.8198541291283,3.73516646584033,13.4418635548657,40.6440211031193,-214.880408894992
"75",-18.9930194717882,4.11104501038309,17.3722604584388,46.2900833815977,-214.850099476068
"76",-17.9257347396037,3.85307478749505,13.6639197220055,41.6935012182743,-214.661004994373
"77",-24.2402045995667,4.3217441498759,15.4575180122337,41.7211518550265,-214.268450474863
"78",-12.9961708492135,3.6951910817539,14.1822517736307,43.9098505859402,-214.266039660967
"79",-22.0404357622576,4.16649558175734,15.9796342894643,40.035183169246,-214.122776812344
"80",-14.3894964032554,3.77751129606612,13.6834808565888,45.6281923248674,-214.464488501052
"81",-27.4365876076237,4.43400490705177,15.2226918479589,34.5268951715862,-215.00533645078
"82",-7.31348161131546,3.41384472477433,15.0650887939129,41.8976164027097,-215.127190437029
"83",-29.8648814872078,4.57651165094273,15.7507271243896,37.2962295799665,-215.561547083408
"84",-14.7015825265735,3.82892063550089,13.5272771798082,45.9765249785036,-214.692660542006
"85",-16.4726488546963,3.88577524493078,16.5397715862856,45.7298186670777,-214.145153404665
"86",-22.8224856884563,4.44732163355273,18.726947313191,47.2877231521312,-216.781169833528
"87",-18.1970556419638,4.04484571857998,16.0138727902143,43.4150261517905,-214.066568418586
"88",-18.5143456484542,3.92584005403832,14.1439660830447,42.7126938229945,-214.126331919978
"89",-19.6696869044018,4.07152171383049,17.0677603706418,42.9794231691178,-214.472856528795
"90",-8.05733351379741,3.48480985766716,15.4123930375689,46.8879095225036,-215.065658960974
"91",-15.9063409212774,4.08715557126765,15.5395795244527,50.1621486857028,-215.566184658369
"92",-10.3562985191134,3.58105780029101,13.9310087167684,42.7155437484272,-214.964717695351
"93",-27.1643855294493,4.53642088878817,14.8478072007915,38.7362567724774,-214.9323622554
"94",-29.0623645855775,4.85174327197013,16.6952405604284,45.631617803451,-216.953623735998
"95",-33.452970969927,5.00880970706468,16.8644160169325,41.8978161719642,-217.167430442819
"96",-29.1151642961014,4.71160444578054,18.8120947414543,45.4953440800852,-217.025965672529
"97",-21.341556774969,4.07046945416804,15.0885067706441,40.0412926666408,-214.110153855417
"98",-17.5307229329725,3.98459442090062,16.7213372434894,42.2333098262496,-214.294015465509
"99",-14.8123683429572,3.63602809587572,16.8461009710185,38.0596125394876,-214.779929534428
"100",-8.73753570759332,3.27324896300882,16.6474916227982,45.0699868216792,-215.394555959929
"101",-3.11327742592954,3.00118045444603,20.5111320588751,45.7966329165369,-218.959467269682
"102",-19.4526711390643,4.17100564959985,13.570581764481,46.461877924348,-215.049408539802
"103",-13.9154743605166,3.71105837309745,14.4129675046501,42.8158454012569,-214.039949510535
"104",-11.6025627322387,3.3106423679851,13.8034158046216,40.906415011932,-217.277479120035
"105",-17.9375810426965,3.97545770461551,17.5561975233925,42.4951271903077,-214.768456304887
"106",-9.7914700375661,3.55817623152275,13.2257676174767,45.3920468917113,-215.869511113571
"107",-26.7422597826747,4.32389819005988,16.9493552575491,39.7625380451386,-215.583254553012
"108",-34.4008334941184,4.75687629479375,17.7814660537273,36.9899600053763,-217.769634234485
"109",-31.559882657586,4.57876367487191,18.5203044743213,42.3059283675016,-217.581742193881
"110",-11.7438368761647,3.86640341872871,13.8907122202976,46.9012339662455,-217.166126643493
"111",-22.5566125319198,4.46768054038617,15.5285319237357,46.9540714134168,-215.723240399571
"112",-18.4831300569544,4.23126258608109,15.1227813885388,49.1008164453518,-215.526870858699
"113",-16.5686806761804,4.11305517343477,15.628177268541,47.9341848292968,-215.375551740383
"114",-17.4927163717328,3.70619640936119,13.8768647470058,38.2861998313326,-215.826315874959
"115",-12.6051227740104,3.56946202047683,15.7633689492116,44.9905254852196,-214.227734279987
"116",-14.5422458634093,3.66989319385881,15.2895567426129,41.1901869873701,-214.06322138424
"117",-15.6628194146901,3.73360229834797,15.3224962400291,43.2944330142589,-214.012143041556
"118",-16.604003975073,3.97077492409288,14.1889992787691,39.2866739853262,-214.280490495786
"119",-18.9813769300048,3.87812079003725,16.1921139875937,41.251855179597,-214.457965343994
"120",-25.2783857041795,4.49145943644845,15.2101136261941,43.5841119869053,-214.786527852863
"121",-9.52353496923282,3.36440805740617,14.9769167104987,42.9246671080759,-214.784278327656
"122",-12.2627285510426,3.58353738078137,16.3049094826442,46.3771764936713,-214.324437906888
"123",-19.3492169263181,3.87072876972184,15.076988675584,39.407830006686,-214.579379538115
"124",-9.73951772940946,3.63220893272688,16.7108510570352,47.0056589383893,-215.356168694616
"125",-10.2769016811913,3.72582468228501,15.6934728732472,47.8947235373233,-215.658228267263
"126",-27.2884925623902,4.30858253481058,16.4005660181232,38.0234320856854,-215.859547272431
"127",-13.1046783134871,3.65993241501444,13.1052612823559,42.1980271031545,-215.191087478177
"128",-24.9278661259442,4.47831001389992,17.1809632924484,35.4333758478138,-215.297706587462
"129",-2.72980248206779,3.06783630900778,15.3505150742188,44.4024757619923,-216.167316349465
"130",-36.9802004980725,5.30213380791997,19.1944036114506,44.1064462976281,-219.906525432973
"131",-23.8826636864844,4.25361173011074,15.1604242163191,43.7866946253019,-214.271386720541
"132",-19.3845303533898,4.00304582739773,15.0501504225886,43.610207054372,-213.829660396734
"133",-9.91416555672864,3.46184005271561,15.7830342966711,43.028646622586,-214.455336168369
"134",-14.4294155060509,3.74104297692477,15.1552761678659,39.9772452538874,-213.863197413165
"135",-20.8954987922792,4.09652387623149,15.698410191176,41.1556803858875,-213.962743784656
"136",-11.614408772803,3.64459765468173,15.3063937586358,45.4809772668515,-214.246573089958
"137",-24.0540790598784,4.25010902830012,14.878673979805,42.58246095318,-214.372796298846
"138",-22.2181551376833,4.26341528265584,15.1425628701852,42.833394180668,-214.113746499199
"139",-23.9037155596319,4.44093165104108,15.0169671401022,48.6264875829383,-214.808982893194
"140",-10.6490828041323,3.37177693685513,15.0504394679191,42.7853771117575,-215.013176806424
"141",-20.7776464841824,4.31985512033274,15.2245232534452,47.7883403063679,-215.037986776157
"142",-24.3904601635764,4.43943088286785,15.5078932428839,45.7680765334389,-214.633881816796
"143",-17.5050119421027,3.87208136856582,12.4939721181857,43.5014880939038,-215.97133221094
"144",-19.4851349603229,4.24412055678955,13.7162782686699,44.998593991193,-215.74460383714
"145",-18.2537018831499,4.0299211791837,15.8444472355384,42.8676800088976,-213.953696792922
"146",-15.1374623565244,3.77296601844736,15.5168004837413,42.9159423251849,-213.853563908453
"147",-18.3279422089148,3.97064060942507,15.8540313081435,40.336607957963,-213.867156642189
"148",-16.466342629068,3.85149966036229,17.5350048315886,42.1146652171941,-214.75410781047
"149",-27.7445916779089,4.4231198378983,18.610848825608,39.6368972685174,-216.608838425953
"150",-9.99748128706404,3.3402007496717,15.2128800087556,42.4286776010512,-215.03523572828
"151",-15.4908686455768,3.99846692192609,16.8349978680578,44.3678987762058,-215.148271758206
"152",-3.36045006978047,3.35176423052393,17.2107154007824,49.8708928545956,-217.634031996438
"153",-36.6450727926793,4.90251388727913,15.9006128224094,37.3317516434188,-218.137350919345
"154",-16.2806471126369,3.87948074898951,15.884241431791,44.3622740802647,-213.897620984679
